,REGIONC,UR,KWH
4768,2,2,16
4769,2,1,10
4770,3,1,15
4771,3,1,14
4772,1,1,24
4773,4,1,5
4774,3,1,34
4775,3,1,16
4776,3,2,17
4777,3,2,24
4778,3,1,8
4779,2,1,9
4780,2,1,12
4781,1,1,5
4782,2,2,14
4783,1,1,20
4784,3,1,15
4785,1,1,4
4786,2,2,9
4787,4,1,10
4788,1,1,9
4789,4,1,6
4790,4,1,2
4791,2,1,7
4792,3,2,7
4793,1,1,3
4794,2,1,8
4795,2,2,10
4796,3,1,7
4797,3,1,1
4798,1,1,7
4799,2,2,40
4800,4,1,5
4801,1,1,13
4802,3,1,6
4803,3,1,11
4804,2,1,3
4805,4,1,4
4806,4,1,12
4807,2,1,8
4808,3,1,8
4809,4,1,10
4810,4,1,11
4811,3,1,11
4812,4,1,15
4813,4,1,9
4814,2,1,11
4815,3,1,10
4816,3,1,7
4817,3,2,20
4818,3,1,23
4819,1,1,3
4820,2,1,0
4821,3,1,29
4822,2,1,10
4823,2,1,4
4824,4,1,12
4825,1,1,4
4826,3,2,20
4827,3,1,36
4828,2,1,11
4829,1,1,5
4830,2,1,7
4831,3,1,9
4832,3,1,14
4833,3,1,25
4834,3,1,15
4835,3,1,4
4836,3,1,13
4837,2,1,8
4838,4,1,72
4839,1,1,2
4840,1,1,9
4841,2,1,7
4842,3,1,20
4843,3,1,26
4844,3,1,18
4845,3,1,13
4846,3,1,16
4847,3,2,17
4848,3,1,16
4849,3,1,28
4850,3,1,3
4851,1,1,1
4852,1,1,2
4853,4,1,2
4854,3,2,12
4855,3,2,25
4856,4,1,2
4857,1,1,15
4858,4,1,15
4859,2,2,7
4860,2,1,6
4861,2,1,5
4862,3,1,11
4863,3,1,14
4864,1,1,11
4865,3,2,13
4866,4,1,2
4867,1,1,6
4868,3,1,14
4869,3,1,22
4870,4,2,9
4871,4,2,8
4872,4,1,3
4873,2,1,9
4874,2,1,17
4875,1,1,10
4876,2,1,8
4877,1,1,5
4878,2,1,7
4879,4,1,2
4880,1,1,9
4881,4,1,1
4882,1,1,15
4883,3,1,20
4884,2,2,24
4885,3,1,11
4886,3,1,7
4887,1,1,10
4888,3,1,18
4889,4,1,9
4890,4,1,8
4891,1,1,4
4892,2,1,7
4893,4,1,4
4894,4,1,11
4895,4,1,2
4896,3,1,3
4897,1,1,15
4898,2,1,7
4899,4,1,16
4900,3,1,25
4901,1,1,13
4902,3,1,8
4903,4,1,20
4904,3,1,21
4905,3,1,17
4906,3,1,14
4907,2,2,29
4908,1,1,12
4909,2,1,7
4910,2,2,8
4911,2,1,38
4912,3,1,5
4913,4,2,12
4914,3,1,10
4915,3,1,29
4916,3,1,20
4917,1,1,4
4918,3,2,15
4919,1,1,10
4920,3,2,12
4921,4,1,6
4922,1,1,12
4923,2,1,10
4924,3,1,12
4925,1,1,5
4926,2,1,4
4927,3,1,19
4928,4,1,11
4929,4,1,8
4930,1,1,4
4931,1,1,1
4932,3,1,16
4933,3,1,21
4934,3,1,21
4935,4,1,18
4936,2,2,25
4937,4,1,4
4938,3,1,25
4939,3,1,16
4940,1,1,11
4941,4,1,13
4942,4,1,9
4943,2,2,15
4944,3,1,5
4945,2,1,10
4946,3,1,11
4947,1,1,8
4948,1,1,6
4949,2,2,23
4950,4,1,6
4951,3,2,15
4952,3,1,11
4953,3,1,5
4954,1,1,4
4955,2,1,7
4956,3,2,16
4957,4,1,5
4958,3,1,10
4959,4,1,6
4960,1,1,13
4961,3,1,7
4962,3,1,17
4963,3,1,23
4964,3,2,4
4965,4,1,1
4966,2,1,10
4967,1,2,8
4968,3,1,24
4969,2,1,54
4970,2,1,15
4971,3,1,16
4972,4,1,4
4973,3,2,2
4974,1,1,11
4975,1,1,2
4976,2,1,13
4977,4,1,8
4978,1,1,9
4979,1,1,2
4980,4,1,48
4981,4,1,11
4982,3,1,22
4983,2,2,11
4984,4,1,4
4985,4,2,27
4986,3,1,9
4987,4,1,4
4988,3,2,21
4989,4,1,6
4990,3,1,12
4991,2,1,13
4992,4,1,7
4993,1,1,6
4994,4,1,3
4995,3,2,11
4996,3,1,25
4997,4,1,7
4998,3,2,12
4999,4,2,28
5000,3,2,15
5001,4,2,11
5002,3,1,10
5003,3,1,15
5004,2,1,2
5005,4,1,5
5006,3,1,5
5007,1,1,9
5008,2,1,8
5009,1,1,11
5010,3,1,12
5011,3,2,18
5012,1,1,18
5013,3,2,13
5014,3,1,15
5015,4,1,4
5016,4,1,2
5017,4,1,4
5018,4,1,3
5019,4,1,10
5020,4,1,1
5021,3,1,14
5022,2,1,3
5023,2,2,21
5024,3,2,3
5025,2,1,8
5026,1,1,23
5027,2,2,30
5028,3,1,7
5029,2,2,25
5030,1,1,10
5031,2,1,10
5032,3,1,16
5033,3,2,23
5034,2,1,13
5035,1,1,13
5036,4,1,3
5037,4,1,9
5038,3,1,34
5039,3,1,14
5040,4,1,6
5041,2,1,5
5042,3,1,16
5043,3,1,12
5044,2,1,15
5045,3,1,14
5046,2,1,12
5047,4,1,7
5048,2,1,4
5049,4,1,3
5050,4,1,2
5051,1,1,9
5052,2,1,4
5053,4,1,1
5054,3,1,23
5055,4,2,23
5056,2,2,10
5057,2,2,9
5058,1,1,2
5059,2,2,21
5060,2,2,8
5061,2,1,4
5062,1,2,5
5063,3,1,6
5064,2,1,5
5065,3,1,9
5066,3,2,6
5067,4,2,9
5068,3,1,14
5069,1,1,4
5070,4,2,4
5071,3,1,13
5072,3,1,7
5073,2,1,4
5074,3,1,19
5075,3,2,19
5076,2,1,9
5077,1,1,3
5078,2,1,3
5079,4,1,2
5080,1,1,5
5081,2,1,26
5082,1,1,6
5083,3,1,5
5084,3,1,5
5085,3,2,5
5086,3,1,5
5087,2,1,13
5088,1,1,10
5089,3,1,23
5090,3,1,16
5091,2,1,3
5092,1,1,8
5093,2,1,6
5094,2,1,8
5095,3,2,16
5096,3,1,14
5097,1,1,5
5098,3,2,5
5099,1,1,4
5100,4,1,4
5101,4,1,10
5102,1,1,6
5103,4,2,11
5104,2,1,14
5105,3,1,13
5106,3,1,25
5107,3,2,15
5108,2,2,15
5109,1,1,6
5110,1,1,10
5111,3,1,5
5112,2,1,12
5113,1,1,2
5114,2,1,5
5115,3,2,11
5116,2,2,4
5117,3,2,20
5118,2,1,13
5119,2,1,3
5120,1,1,7
5121,2,2,12
5122,3,2,9
5123,3,1,2
5124,4,2,8
5125,3,2,25
5126,1,1,9
5127,1,1,5
5128,1,1,2
5129,1,1,10
5130,3,1,10
5131,1,1,7
5132,4,1,10
5133,1,1,0
5134,2,1,7
5135,1,1,2
5136,4,1,15
5137,3,1,7
5138,2,1,5
5139,3,2,25
5140,4,1,4
5141,4,1,7
5142,3,1,9
5143,4,1,5
5144,2,2,31
5145,4,2,12
5146,1,1,9
5147,4,2,19
5148,1,1,6
5149,3,1,10
5150,1,1,5
5151,2,2,20
5152,3,1,13
5153,4,1,6
5154,4,2,11
5155,1,1,7
5156,3,1,27
5157,3,1,16
5158,3,1,28
5159,2,1,2
5160,4,1,5
5161,3,2,14
5162,4,1,9
5163,4,2,15
5164,3,2,1
5165,1,2,8
5166,1,1,6
5167,1,1,3
5168,4,1,2
5169,3,2,22
5170,3,2,10
5171,1,1,5
5172,3,1,23
5173,4,1,9
5174,3,1,36
5175,3,2,14
5176,2,1,7
5177,2,1,10
5178,1,1,3
5179,3,1,23
5180,4,1,7
5181,2,1,19
5182,4,1,7
5183,3,1,28
5184,1,1,4
5185,1,1,5
5186,3,1,6
5187,2,1,4
5188,3,1,11
5189,4,1,3
5190,1,1,6
5191,4,1,5
5192,3,1,20
5193,3,2,23
5194,4,1,6
5195,3,1,15
5196,4,1,5
5197,3,2,15
5198,1,1,3
5199,1,1,3
5200,1,1,21
5201,1,1,10
5202,2,1,1
5203,2,1,5
5204,3,1,13
5205,2,1,8
5206,4,1,16
5207,3,2,27
5208,4,1,6
5209,3,1,7
5210,3,1,9
5211,2,1,15
5212,1,1,6
5213,4,1,9
5214,3,1,28
5215,1,1,6
5216,3,1,13
5217,1,1,9
5218,1,1,17
5219,4,1,2
5220,2,1,6
5221,3,1,14
5222,4,1,11
5223,2,2,16
5224,3,1,13
5225,4,1,7
5226,3,1,5
5227,1,1,5
5228,4,1,4
5229,4,1,1
5230,4,1,4
5231,1,1,6
5232,1,1,6
5233,2,1,15
5234,2,1,7
5235,3,1,8
5236,1,1,6
5237,4,1,4
5238,4,2,19
5239,3,1,12
5240,1,1,6
5241,2,1,2
5242,4,1,7
5243,3,1,18
5244,4,1,13
5245,1,1,3
5246,4,1,9
5247,3,2,14
5248,4,1,4
5249,4,1,11
5250,1,1,4
5251,4,2,10
5252,3,2,18
5253,4,1,13
5254,1,1,3
5255,4,2,14
5256,1,1,6
5257,4,1,5
5258,2,1,6
5259,2,1,15
5260,3,1,8
5261,2,2,7
5262,4,1,3
5263,4,1,11
5264,1,1,11
5265,4,1,8
5266,3,1,10
5267,4,1,11
5268,2,1,11
5269,4,1,10
5270,4,1,4
5271,1,1,5
5272,1,2,6
5273,1,1,10
5274,4,1,11
5275,2,1,3
5276,3,1,5
5277,2,1,5
5278,3,1,16
5279,3,1,4
5280,3,1,20
5281,4,1,2
5282,1,1,1
5283,1,1,5
5284,2,1,6
5285,4,1,25
5286,3,1,4
5287,2,2,6
5288,1,1,13
5289,3,2,18
5290,4,1,5
5291,4,1,3
5292,2,1,9
5293,3,1,7
5294,4,1,16
5295,3,1,17
5296,4,1,5
5297,2,2,8
5298,2,1,4
5299,1,2,5
5300,3,2,17
5301,4,1,8
5302,4,1,13
5303,4,1,5
5304,3,1,5
5305,2,1,15
5306,3,1,13
5307,4,1,4
5308,3,1,32
5309,4,1,2
5310,1,1,2
5311,1,2,8
5312,2,2,17
5313,2,1,6
5314,1,1,4
5315,2,1,6
5316,1,1,3
5317,4,2,22
5318,2,1,11
5319,4,1,5
5320,3,2,25
5321,4,1,8
5322,2,1,9
5323,3,1,13
5324,4,1,3
5325,4,1,12
5326,2,2,9
5327,2,1,16
5328,2,1,2
5329,1,1,6
5330,4,1,13
5331,2,1,3
5332,2,2,22
5333,4,1,2
5334,1,1,2
5335,4,1,5
5336,4,1,8
5337,1,1,6
5338,3,1,9
5339,1,1,9
5340,1,1,4
5341,3,1,20
5342,1,1,1
5343,3,1,8
5344,1,1,5
5345,3,1,11
5346,4,1,6
5347,3,1,18
5348,1,1,3
5349,3,2,24
5350,2,1,8
5351,2,1,8
5352,3,1,10
5353,3,1,6
5354,3,1,14
5355,3,1,16
5356,1,1,9
5357,2,1,2
5358,1,1,2
5359,2,2,17
5360,4,1,3
5361,2,1,20
5362,3,2,11
5363,2,1,14
5364,1,1,17
5365,3,1,5
5366,2,1,18
5367,4,1,16
5368,1,1,6
5369,1,1,7
5370,3,1,4
5371,2,1,16
5372,3,1,12
5373,3,1,17
5374,4,1,14
5375,4,1,8
5376,2,1,8
5377,3,1,24
5378,4,1,10
5379,3,1,26
5380,4,1,29
5381,3,1,18
5382,4,2,15
5383,3,1,25
5384,2,2,11
5385,3,1,10
5386,1,1,5
5387,3,1,11
5388,4,2,40
5389,3,1,26
5390,4,1,9
5391,2,2,8
5392,3,1,4
5393,3,2,24
5394,3,1,1
5395,4,1,11
5396,2,1,15
5397,1,1,10
5398,1,1,23
5399,3,1,16
5400,3,1,14
5401,3,1,17
5402,2,1,6
5403,1,1,5
5404,2,1,6
5405,1,1,2
5406,3,1,24
5407,3,2,6
5408,1,1,2
5409,4,1,11
5410,2,1,1
5411,4,1,2
5412,2,1,5
5413,4,1,3
5414,2,1,6
5415,1,1,6
5416,4,1,7
5417,3,1,7
5418,1,1,3
5419,1,1,2
5420,3,1,4
5421,4,1,14
5422,2,1,14
5423,4,2,37
5424,1,2,8
5425,2,2,25
5426,3,1,16
5427,2,1,2
5428,2,2,12
5429,3,1,13
5430,2,1,8
5431,1,1,8
5432,1,1,4
5433,4,1,17
5434,2,1,6
5435,2,2,14
5436,3,1,6
5437,1,1,9
5438,3,2,15
5439,3,1,15
5440,2,1,9
5441,1,1,2
5442,3,1,14
5443,1,1,7
5444,3,1,10
5445,3,1,17
5446,2,1,17
5447,1,1,1
5448,1,2,10
5449,1,1,4
5450,3,1,15
5451,2,1,7
5452,3,2,17
5453,2,1,5
5454,2,1,2
5455,1,1,1
5456,2,2,10
5457,1,1,5
5458,3,1,7
5459,3,2,7
5460,3,1,16
5461,2,2,7
5462,2,1,5
5463,3,2,27
5464,3,1,9
5465,3,1,14
5466,4,1,11
5467,1,1,37
5468,2,1,4
5469,3,1,12
5470,4,1,1
5471,4,1,2
5472,4,1,2
5473,3,2,13
5474,4,1,7
5475,2,1,4
5476,2,1,13
5477,3,1,4
5478,4,1,6
5479,3,2,16
5480,3,1,22
5481,4,1,11
5482,4,1,3
5483,2,1,3
5484,1,1,13
5485,1,2,8
5486,3,1,14
5487,2,1,13
5488,3,1,11
5489,4,1,4
5490,3,1,11
5491,2,1,5
5492,3,1,17
5493,3,2,10
5494,2,1,9
5495,3,1,6
5496,1,1,11
5497,2,2,23
5498,4,2,15
5499,3,1,14
5500,4,1,12
5501,3,2,10
5502,1,1,9
5503,1,1,14
5504,1,1,7
5505,4,1,5
5506,4,1,10
5507,3,1,7
5508,4,1,11
5509,3,1,8
5510,4,2,10
5511,2,2,7
5512,2,2,8
5513,3,1,21
5514,3,1,15
5515,1,1,5
5516,3,2,36
5517,1,1,9
5518,2,1,18
5519,2,1,36
5520,4,2,5
5521,4,1,4
5522,3,1,5
5523,3,1,39
5524,3,2,15
5525,2,1,6
5526,4,1,4
5527,1,1,6
5528,1,1,2
5529,3,1,11
5530,1,1,11
5531,2,2,12
5532,1,1,4
5533,2,1,4
5534,3,1,13
5535,4,1,19
5536,3,1,35
5537,3,1,15
5538,3,1,26
5539,3,1,7
5540,1,1,6
5541,3,2,9
5542,2,1,13
5543,2,2,10
5544,3,2,18
5545,2,2,15
5546,2,1,5
5547,1,1,2
5548,1,1,3
5549,3,1,12
5550,1,1,3
5551,4,1,3
5552,3,1,8
5553,3,2,27
5554,1,1,6
5555,4,1,2
5556,1,2,2
5557,1,1,3
5558,2,2,19
5559,3,1,14
5560,2,1,8
5561,1,1,11
5562,2,1,5
5563,3,2,34
5564,2,1,3
5565,3,1,12
5566,2,1,11
5567,2,1,9
5568,3,2,36
5569,3,1,11
5570,1,1,3
5571,2,1,6
5572,3,1,24
5573,3,2,6
5574,2,2,15
5575,3,1,14
5576,2,1,8
5577,4,1,5
5578,2,2,14
5579,3,1,27
5580,1,1,4
5581,2,1,6
5582,1,1,12
5583,2,1,3
5584,4,1,4
5585,1,1,6
5586,4,1,4
5587,4,1,4
5588,4,1,6
5589,4,1,20
5590,4,1,22
5591,2,1,11
5592,4,1,5
5593,1,1,6
5594,1,1,5
5595,1,1,11
5596,4,1,5
5597,4,1,2
5598,2,1,25
5599,3,2,3
5600,3,1,7
5601,3,1,20
5602,3,1,11
5603,1,1,8
5604,4,1,9
5605,3,1,14
5606,1,1,11
5607,4,1,8
5608,2,1,18
5609,4,1,5
5610,3,1,9
5611,2,1,5
5612,3,2,14
5613,3,1,7
5614,1,1,4
5615,2,2,11
5616,3,1,19
5617,4,1,10
5618,4,1,2
5619,1,1,11
5620,4,1,7
5621,2,1,11
5622,3,2,23
5623,3,1,13
5624,3,1,24
5625,3,1,5
5626,2,1,8
5627,3,2,36
5628,3,1,8
5629,1,1,8
5630,2,1,8
5631,3,2,9
5632,2,1,7
5633,3,1,15
5634,2,1,8
5635,3,1,4
5636,1,2,9
5637,4,1,8
5638,1,1,3
5639,3,1,8
5640,2,1,4
5641,2,1,11
5642,3,2,28
5643,2,1,3
5644,3,1,13
5645,3,2,7
5646,1,1,2
5647,2,2,22
5648,1,1,1
5649,4,1,9
5650,3,1,20
5651,2,1,10
5652,3,2,7
5653,4,1,14
5654,3,1,17
5655,2,1,11
5656,3,2,8
5657,1,1,9
5658,3,1,5
5659,1,1,6
5660,4,1,7
5661,1,1,1
5662,4,1,12
5663,3,2,14
5664,2,1,4
5665,4,1,14
5666,1,1,8
5667,2,1,4
5668,2,2,18
5669,2,2,18
5670,3,2,22
5671,2,1,4
5672,4,1,5
5673,2,1,6
5674,4,1,26
5675,3,1,21
5676,1,1,7
5677,2,1,6
5678,2,1,4
5679,2,2,15
5680,2,2,15
5681,4,1,5
5682,3,1,19
5683,3,1,21
5684,3,1,14
5685,4,1,1
5686,3,1,12
5687,3,1,17
5688,4,1,6
5689,3,1,11
5690,2,1,12
5691,1,1,10
5692,4,1,9
5693,3,1,14
5694,4,1,11
5695,1,2,10
5696,3,1,12
5697,4,1,6
5698,4,2,4
5699,3,1,11
5700,3,1,14
5701,3,1,10
5702,3,1,28
5703,3,1,14
5704,2,2,6
5705,4,1,17
5706,2,2,15
5707,4,1,11
5708,2,1,8
5709,2,2,7
5710,1,1,2
5711,3,1,10
5712,2,1,6
5713,4,1,5
5714,2,1,8
5715,3,2,29
5716,3,2,14
5717,2,1,12
5718,3,1,23
5719,3,1,5
5720,3,1,23
5721,2,2,9
5722,1,1,9
5723,4,2,4
5724,3,2,13
5725,4,2,16
5726,3,1,9
5727,4,1,12
5728,1,1,9
5729,3,1,10
5730,3,2,15
5731,1,1,5
5732,2,2,17
5733,3,1,16
5734,3,1,10
5735,2,2,5
5736,2,2,5
5737,3,1,12
5738,3,1,8
5739,1,1,3
5740,2,1,9
5741,4,1,5
5742,4,1,19
5743,4,1,4
5744,4,1,1
5745,4,2,5
5746,4,2,5
5747,3,1,3
5748,3,1,10
5749,4,1,13
5750,4,1,6
5751,3,1,15
5752,4,1,9
5753,4,1,10
5754,4,1,4
5755,1,1,5
5756,3,1,8
5757,3,1,7
5758,4,1,2
5759,4,1,8
5760,3,2,9
5761,1,2,16
5762,2,1,9
5763,3,1,5
5764,1,1,7
5765,2,1,5
5766,3,1,12
5767,4,1,5
5768,3,1,9
5769,2,1,19
5770,4,1,3
5771,1,1,23
5772,3,2,9
5773,1,1,0
5774,1,1,15
5775,3,1,18
5776,1,1,4
5777,3,1,27
5778,4,1,5
5779,1,2,8
5780,4,1,6
5781,3,1,12
5782,2,1,10
5783,2,1,5
5784,2,1,14
5785,4,1,2
5786,3,2,6
5787,2,1,7
5788,3,1,21
5789,1,1,9
5790,3,1,14
5791,3,2,20
5792,3,1,8
5793,3,1,10
5794,1,1,5
5795,2,1,10
5796,4,1,9
5797,3,1,2
5798,1,1,8
5799,3,1,7
5800,4,1,6
5801,3,1,7
5802,1,1,8
5803,3,1,6
5804,2,2,6
5805,3,1,14
5806,3,1,20
5807,4,1,2
5808,3,2,22
5809,2,1,12
5810,4,1,26
5811,2,1,6
5812,1,1,3
5813,4,1,12
5814,2,1,9
5815,1,1,3
5816,4,1,11
5817,4,1,13
5818,4,2,4
5819,3,1,17
5820,4,1,11
5821,4,2,22
5822,4,1,3
5823,3,1,6
5824,3,1,7
5825,3,1,6
5826,1,1,9
5827,1,1,17
5828,3,1,7
5829,3,1,14
5830,1,1,6
5831,4,2,9
5832,2,1,7
5833,2,1,12
5834,3,1,18
5835,3,1,16
5836,1,1,11
5837,3,1,7
5838,2,1,9
5839,3,1,8
5840,2,1,4
5841,4,1,7
5842,2,2,8
5843,1,1,4
5844,1,1,8
5845,1,1,5
5846,2,2,22
5847,1,1,11
5848,4,1,7
5849,1,1,17
5850,4,1,7
5851,4,1,17
5852,3,2,17
5853,4,1,8
5854,1,1,8
5855,4,1,10
5856,1,1,5
5857,2,1,12
5858,3,1,32
5859,4,1,3
5860,3,1,11
5861,4,2,14
5862,3,1,9
5863,3,1,16
5864,3,2,14
5865,2,1,8
5866,4,1,14
5867,3,1,11
5868,2,1,8
5869,2,1,6
5870,1,1,3
5871,3,2,11
5872,1,1,1
5873,4,1,5
5874,3,2,8
5875,4,1,2
5876,3,1,14
5877,3,1,15
5878,4,1,10
5879,4,1,4
5880,1,1,7
5881,3,1,8
5882,4,1,4
5883,3,2,19
5884,2,1,2
5885,4,1,4
5886,3,2,18
5887,3,1,29
5888,2,1,5
5889,1,1,3
5890,2,1,13
5891,1,1,2
5892,2,1,9
5893,3,1,21
5894,4,1,22
5895,3,1,4
5896,4,1,10
5897,4,1,16
5898,2,1,15
5899,2,1,7
5900,4,1,3
5901,1,1,7
5902,2,2,50
5903,3,1,12
5904,1,1,7
5905,2,2,20
5906,2,1,2
5907,2,1,9
5908,4,1,8
5909,1,1,2
5910,3,2,15
5911,3,1,11
5912,4,1,5
5913,3,1,15
5914,3,1,11
5915,3,1,14
5916,1,1,10
5917,3,1,7
5918,2,2,18
5919,2,1,9
5920,1,1,4
5921,4,1,5
5922,4,1,6
5923,1,1,3
5924,1,1,4
5925,3,1,31
5926,4,1,14
5927,3,2,28
5928,2,1,3
5929,2,1,10
5930,4,1,5
5931,4,1,2
5932,3,2,15
5933,3,2,7
5934,3,2,10
5935,2,1,10
5936,2,1,9
5937,4,1,7
5938,3,2,20
5939,3,1,11
5940,2,1,2
5941,4,1,10
5942,4,1,6
5943,4,2,14
5944,2,1,5
5945,4,1,5
5946,3,1,4
5947,3,1,3
5948,4,1,9
5949,4,1,12
5950,1,1,8
5951,2,1,16
5952,2,1,5
5953,4,1,6
5954,4,2,18
5955,2,1,6
5956,4,1,5
5957,2,1,6
5958,3,2,14
5959,1,1,8
5960,1,1,11
5961,4,1,6
5962,2,1,14
5963,3,1,17
5964,1,1,3
5965,4,2,6
5966,2,1,1
5967,4,1,4
5968,3,2,9
5969,3,1,18
5970,3,1,12
5971,4,1,16
5972,2,1,17
5973,3,1,11
5974,3,2,26
5975,4,1,6
5976,4,1,4
5977,3,2,21
5978,2,1,2
5979,1,1,2
5980,4,1,6
5981,4,1,4
5982,2,2,5
5983,3,1,12
5984,4,1,11
5985,3,1,17
5986,3,1,18
5987,2,1,10
5988,4,1,46
5989,4,1,13
5990,3,1,12
5991,1,2,10
5992,3,1,6
5993,1,1,1
5994,1,2,7
5995,2,1,5
5996,4,1,4
5997,4,1,7
5998,4,2,21
5999,4,1,4
6000,2,1,4
6001,3,1,5
6002,1,2,3
6003,2,1,4
6004,2,1,7
6005,3,2,15
6006,2,1,13
6007,1,1,3
6008,3,1,10
6009,4,1,3
6010,3,2,12
6011,2,1,8
6012,2,1,9
6013,3,1,18
6014,2,1,22
6015,3,2,21
6016,4,1,5
6017,2,1,10
6018,1,1,4
6019,4,1,4
6020,3,1,11
6021,3,1,12
6022,2,1,6
6023,1,1,6
6024,1,1,2
6025,3,1,20
6026,1,1,15
6027,2,1,17
6028,2,1,5
6029,3,2,32
6030,2,1,14
6031,2,2,24
6032,1,1,9
6033,4,1,12
6034,4,1,4
6035,1,1,7
6036,4,1,2
6037,1,1,11
6038,2,1,16
6039,4,1,3
6040,3,2,11
6041,2,1,8
6042,2,2,21
6043,2,1,13
6044,3,1,25
6045,4,1,14
6046,1,2,11
6047,3,1,6
6048,3,2,16
6049,3,1,11
6050,3,2,16
6051,3,1,4
6052,4,1,2
6053,1,1,6
6054,4,1,2
6055,3,1,25
6056,2,1,7
6057,2,1,12
6058,1,2,5
6059,3,2,15
6060,4,1,11
6061,2,1,12
6062,3,1,8
6063,4,2,32
6064,4,1,14
6065,3,1,20
6066,1,1,13
6067,1,1,11
6068,3,2,23
6069,4,1,8
6070,4,1,20
6071,4,2,6
6072,3,1,13
6073,1,1,4
6074,1,1,3
6075,1,1,20
6076,1,1,4
6077,2,2,13
6078,2,1,14
6079,3,1,14
6080,3,1,22
6081,3,1,5
6082,3,1,9
6083,1,1,5
6084,4,1,2
6085,3,1,11
6086,4,2,17
6087,3,1,12
6088,2,1,5
6089,3,1,9
6090,4,1,16
6091,1,2,10
6092,4,1,8
6093,4,1,6
6094,4,1,18
6095,4,1,23
6096,1,2,7
6097,2,1,2
6098,3,1,17
6099,3,1,6
6100,3,1,24
6101,2,1,9
6102,4,2,10
6103,2,1,15
6104,3,2,15
6105,3,1,18
6106,4,1,9
6107,3,2,23
6108,2,1,8
6109,1,1,4
6110,4,1,1
6111,3,1,7
6112,4,2,13
6113,4,1,4
6114,3,1,9
6115,3,1,13
6116,2,2,10
6117,4,1,8
6118,3,1,9
6119,3,1,11
6120,2,1,8
6121,4,1,12
6122,1,1,11
6123,3,1,13
6124,4,1,7
6125,3,1,15
6126,3,2,30
6127,3,2,40
6128,4,1,33
6129,3,1,34
6130,2,1,6
6131,4,1,12
6132,1,2,6
6133,2,2,19
6134,2,2,6
6135,2,1,8
6136,3,1,17
6137,1,1,4
6138,4,1,11
6139,3,1,10
6140,4,1,11
6141,1,1,3
6142,2,1,12
6143,1,1,9
6144,2,1,11
6145,4,1,9
6146,3,1,23
6147,1,1,5
6148,3,2,30
6149,1,2,8
6150,3,1,16
6151,3,1,20
6152,3,1,9
6153,3,1,24
6154,3,1,51
6155,2,2,3
6156,1,1,4
6157,3,1,14
6158,1,2,5
6159,3,1,20
6160,2,1,8
6161,2,1,12
6162,2,1,19
6163,2,1,17
6164,4,1,4
6165,2,1,12
6166,4,1,2
6167,1,1,8
6168,4,1,11
6169,1,1,3
6170,2,2,5
6171,1,1,6
6172,2,2,18
6173,3,1,17
6174,1,2,3
6175,1,1,5
6176,2,1,11
6177,2,1,7
6178,2,1,17
6179,2,1,13
6180,2,1,11
6181,1,1,3
6182,3,1,12
6183,2,1,11
6184,3,2,9
6185,1,1,1
6186,3,1,16
6187,1,1,7
6188,1,1,21
6189,3,2,19
6190,3,1,28
6191,1,1,4
6192,1,1,6
6193,2,2,13
6194,2,1,3
6195,3,2,6
6196,1,1,11
6197,4,1,12
6198,3,1,16
6199,1,1,8
6200,1,1,12
6201,1,1,11
6202,3,1,13
6203,4,1,18
6204,3,1,16
6205,3,1,5
6206,3,1,9
6207,4,1,2
6208,1,1,2
6209,1,1,3
6210,2,1,7
6211,2,2,8
6212,4,2,9
6213,2,1,4
6214,2,1,3
6215,2,1,8
6216,4,1,9
6217,4,1,2
6218,3,1,8
6219,2,1,9
6220,4,2,4
6221,3,1,7
6222,3,1,28
6223,3,2,13
6224,3,2,6
6225,3,1,7
6226,4,1,1
6227,2,1,14
6228,3,1,10
6229,1,1,7
6230,4,1,14
6231,2,1,8
6232,2,2,13
6233,4,2,5
6234,4,2,16
6235,1,1,4
6236,4,1,5
6237,4,1,11
6238,1,1,11
6239,3,1,13
6240,1,1,4
6241,3,1,5
6242,2,1,13
6243,1,1,5
6244,1,1,6
6245,1,1,8
6246,3,1,14
6247,4,1,11
6248,2,1,6
6249,3,2,24
6250,1,1,9
6251,4,1,5
6252,2,2,2
6253,2,1,14
6254,2,1,4
6255,3,2,20
6256,4,1,2
6257,1,1,5
6258,3,2,21
6259,4,1,14
6260,2,1,5
6261,4,1,5
6262,4,1,13
6263,2,1,2
6264,4,1,1
6265,1,1,3
6266,2,2,5
6267,3,1,6
6268,4,1,19
6269,4,1,6
6270,3,1,14
6271,1,1,8
6272,3,1,4
6273,2,1,13
6274,3,1,17
6275,3,1,11
6276,3,1,20
6277,3,1,10
6278,3,1,19
6279,4,1,4
6280,2,1,3
6281,3,1,23
6282,3,2,15
6283,3,1,20
6284,4,1,15
6285,3,2,21
6286,4,1,6
6287,2,1,18
6288,1,1,20
6289,4,1,1
6290,3,2,7
6291,2,1,32
6292,4,2,2
6293,3,1,6
6294,3,2,6
6295,4,1,14
6296,2,1,7
6297,4,1,8
6298,4,1,10
6299,2,2,29
6300,2,1,5
6301,3,1,2
6302,4,1,36
6303,3,2,20
6304,3,1,6
6305,3,1,5
6306,2,1,7
6307,3,2,6
6308,1,1,10
6309,4,1,19
6310,3,1,8
6311,3,2,21
6312,2,1,3
6313,1,1,16
6314,2,1,12
6315,4,1,5
6316,4,1,9
6317,4,1,11
6318,2,1,5
6319,2,1,19
6320,4,1,1
6321,4,1,6
