,REGIONC,UR,KWH
10984,3,1,8
10985,3,2,10
10986,1,1,3
10987,1,1,15
10988,2,1,1
10989,4,1,7
10990,1,1,6
10991,3,2,21
10992,3,1,11
10993,4,1,9
10994,3,1,7
10995,4,1,2
10996,4,1,8
10997,2,2,24
10998,3,1,11
10999,4,1,6
11000,4,1,6
11001,3,2,22
11002,4,1,7
11003,4,1,10
11004,3,1,13
11005,2,1,7
11006,1,1,4
11007,3,1,6
11008,3,1,14
11009,3,2,15
11010,3,1,2
11011,2,2,7
11012,3,1,18
11013,4,2,15
11014,3,1,13
11015,3,1,24
11016,3,1,22
11017,2,1,20
11018,3,2,5
11019,4,1,5
11020,1,1,10
11021,1,1,2
11022,3,1,13
11023,1,1,3
11024,1,2,4
11025,3,2,14
11026,3,1,14
11027,2,1,4
11028,1,1,8
11029,2,1,9
11030,3,1,8
11031,2,2,8
11032,2,1,13
11033,1,1,6
11034,4,1,3
11035,1,1,2
11036,1,1,5
11037,1,1,12
11038,2,2,12
11039,4,2,4
11040,3,1,3
11041,3,1,9
11042,1,1,14
11043,3,1,8
11044,3,1,8
11045,2,1,12
11046,2,1,5
11047,3,1,18
11048,4,1,1
11049,3,1,11
11050,1,1,8
11051,3,1,13
11052,4,1,6
11053,1,1,20
11054,3,1,12
11055,3,1,6
11056,3,1,15
11057,2,2,10
11058,2,1,1
11059,3,1,21
11060,2,1,5
11061,2,2,15
11062,2,1,8
11063,3,1,10
11064,3,1,11
11065,4,1,3
11066,3,1,11
11067,4,1,6
11068,4,2,9
11069,2,1,11
11070,2,1,12
11071,3,1,17
11072,3,1,4
11073,3,1,11
11074,2,2,3
11075,3,1,4
11076,3,2,13
11077,2,2,16
11078,1,1,16
11079,4,1,4
11080,2,2,6
11081,2,1,20
11082,1,1,15
11083,2,1,9
11084,3,2,31
11085,2,2,12
11086,4,1,16
11087,4,1,22
11088,1,1,10
11089,3,1,5
11090,3,1,8
11091,4,1,9
11092,3,1,5
11093,3,1,15
11094,1,1,3
11095,2,2,4
11096,4,1,3
11097,1,1,17
11098,1,2,8
11099,3,1,15
11100,1,2,13
11101,3,2,21
11102,3,1,5
11103,4,1,4
11104,2,1,7
11105,1,1,5
11106,4,1,8
11107,3,1,14
11108,3,1,9
11109,3,1,15
11110,3,1,13
11111,3,1,16
11112,1,1,2
11113,3,1,23
11114,2,1,11
11115,2,1,9
11116,4,1,7
11117,1,1,1
11118,3,2,18
11119,3,2,31
11120,4,1,15
11121,3,1,19
11122,4,1,11
11123,3,1,8
11124,3,1,7
11125,4,1,19
11126,3,1,28
11127,1,1,5
11128,4,1,3
11129,1,1,6
11130,3,2,35
11131,4,1,10
11132,3,1,11
11133,1,2,6
11134,2,1,28
11135,3,1,22
11136,3,1,8
11137,3,2,12
11138,2,1,10
11139,4,1,15
11140,1,1,9
11141,4,1,14
11142,3,1,10
11143,2,1,17
11144,3,1,33
11145,3,2,10
11146,2,1,8
11147,3,1,12
11148,4,2,7
11149,2,1,7
11150,1,1,7
11151,1,1,11
11152,2,2,10
11153,1,1,5
11154,3,2,18
11155,4,1,7
11156,3,2,33
11157,3,1,12
11158,3,2,26
11159,1,2,17
11160,1,1,7
11161,1,1,5
11162,4,1,9
11163,1,1,15
11164,2,1,14
11165,4,1,12
11166,2,1,8
11167,3,1,20
11168,2,1,8
11169,3,1,16
11170,1,1,4
11171,2,1,13
11172,4,1,8
11173,4,1,7
11174,3,2,13
11175,2,1,10
11176,3,1,14
11177,4,1,9
11178,3,2,11
11179,2,1,5
11180,4,1,11
11181,4,1,8
11182,4,1,3
11183,4,2,4
11184,1,1,5
11185,3,2,13
11186,1,1,3
11187,3,1,12
11188,4,1,3
11189,1,2,7
11190,3,1,13
11191,1,1,10
11192,3,1,12
11193,1,1,12
11194,3,1,8
11195,1,1,7
11196,1,1,3
11197,3,2,17
11198,4,1,7
11199,2,1,6
11200,4,1,4
11201,1,1,13
11202,4,1,12
11203,3,2,22
11204,2,1,10
11205,4,1,11
11206,3,1,9
11207,4,1,14
11208,4,1,2
11209,4,2,32
11210,2,1,4
11211,1,2,8
11212,1,1,16
11213,1,1,3
11214,4,1,26
11215,1,1,15
11216,4,1,9
11217,2,1,6
11218,4,1,4
11219,1,1,18
11220,3,1,12
11221,4,1,14
11222,4,1,10
11223,2,1,3
11224,4,1,15
11225,3,1,31
11226,3,1,14
11227,1,2,8
11228,4,1,4
11229,3,1,11
11230,4,1,5
11231,2,1,10
11232,3,2,37
11233,3,2,16
11234,4,1,11
11235,4,1,12
11236,3,1,10
11237,3,1,17
11238,3,1,11
11239,3,2,9
11240,2,1,10
11241,1,1,6
11242,2,1,10
11243,4,2,5
11244,4,2,27
11245,2,1,21
11246,4,1,12
11247,1,1,4
11248,3,1,34
11249,3,2,44
11250,3,1,12
11251,2,1,30
11252,4,1,7
11253,1,1,8
11254,2,2,9
11255,3,1,12
11256,3,1,6
11257,3,2,12
11258,2,1,10
11259,4,1,4
11260,3,1,11
11261,3,1,20
11262,3,2,16
11263,3,2,13
11264,2,1,12
11265,3,2,19
11266,1,2,9
11267,2,1,10
11268,2,1,3
11269,2,2,1
11270,2,1,9
11271,3,1,8
11272,1,1,9
11273,3,2,20
11274,2,1,5
11275,3,1,14
11276,1,1,0
11277,3,1,9
11278,2,1,3
11279,3,2,23
11280,3,1,15
11281,1,1,8
11282,4,1,6
11283,4,1,15
11284,1,1,9
11285,4,1,17
11286,4,1,4
11287,4,1,18
11288,3,1,18
11289,1,1,1
11290,1,1,8
11291,3,1,18
11292,1,2,8
11293,4,1,6
11294,3,1,3
11295,4,1,4
11296,2,1,3
11297,3,1,15
11298,2,1,9
11299,3,1,7
11300,4,2,26
11301,2,1,8
11302,2,2,4
11303,3,1,12
11304,3,1,14
11305,3,1,7
11306,3,2,19
11307,2,2,4
11308,3,1,13
11309,2,1,8
11310,3,1,14
11311,2,1,13
11312,3,2,6
11313,3,1,22
11314,3,2,25
11315,3,2,22
11316,3,2,16
11317,2,1,5
11318,4,1,5
11319,4,1,8
11320,2,1,18
11321,3,1,3
11322,2,2,22
11323,4,1,9
11324,1,1,0
11325,3,1,26
11326,1,1,7
11327,2,1,8
11328,4,1,5
11329,2,1,16
11330,1,1,12
11331,2,1,6
11332,1,1,14
11333,1,1,4
11334,3,1,5
11335,3,1,24
11336,3,1,20
11337,3,1,9
11338,1,1,7
11339,4,1,5
11340,3,1,12
11341,3,1,15
11342,2,2,22
11343,4,2,7
11344,4,1,13
11345,1,1,4
11346,3,1,16
11347,4,1,5
11348,2,1,5
11349,2,1,21
11350,1,1,3
11351,3,1,25
11352,4,1,5
11353,4,1,4
11354,2,1,17
11355,3,1,8
11356,4,1,2
11357,2,1,5
11358,1,1,3
11359,1,1,6
11360,1,1,6
11361,4,1,7
11362,2,1,20
11363,4,1,6
11364,3,1,12
11365,4,1,5
11366,2,1,2
11367,4,1,4
11368,4,1,17
11369,3,2,26
11370,4,1,8
11371,2,1,8
11372,2,1,7
11373,3,2,19
11374,2,2,19
11375,3,1,16
11376,4,1,43
11377,4,1,9
11378,1,1,3
11379,3,2,13
11380,3,1,8
11381,1,1,1
11382,4,1,13
11383,4,1,3
11384,3,1,7
11385,4,1,1
11386,1,1,2
11387,2,1,16
11388,4,1,5
11389,4,2,21
11390,3,2,11
11391,1,1,10
11392,3,2,11
11393,3,1,9
11394,4,1,8
11395,2,1,12
11396,2,2,10
11397,3,1,12
11398,3,1,6
11399,2,1,9
11400,3,1,11
11401,3,1,15
11402,1,1,5
11403,1,1,3
11404,1,1,2
11405,4,1,5
11406,2,2,9
11407,2,1,12
11408,4,1,18
11409,2,1,7
11410,4,1,3
11411,2,1,8
11412,2,1,26
11413,3,1,12
11414,1,2,2
11415,2,1,2
11416,1,2,3
11417,3,1,3
11418,1,1,3
11419,4,1,16
11420,4,1,15
11421,1,2,19
11422,1,2,14
11423,4,1,3
11424,1,1,2
11425,3,1,6
11426,2,1,1
11427,3,1,7
11428,1,2,10
11429,4,1,6
11430,3,1,16
11431,3,2,12
11432,1,1,21
11433,2,2,16
11434,2,1,3
11435,4,1,7
11436,1,1,6
11437,2,1,11
11438,4,1,3
11439,2,1,7
11440,4,1,3
11441,2,1,3
11442,1,1,6
11443,3,1,4
11444,1,1,7
11445,2,1,0
11446,3,1,23
11447,2,1,4
11448,2,1,6
11449,2,1,9
11450,3,1,18
11451,3,1,13
11452,3,1,13
11453,3,1,25
11454,1,1,10
11455,2,1,18
11456,1,2,9
11457,3,1,16
11458,3,1,21
11459,3,1,15
11460,1,2,11
11461,2,1,7
11462,1,1,4
11463,4,1,2
11464,3,1,32
11465,4,2,26
11466,2,2,14
11467,3,1,14
11468,3,1,12
11469,3,1,13
11470,2,1,7
11471,3,1,21
11472,2,1,8
11473,3,1,11
11474,3,1,16
11475,3,1,20
11476,4,1,2
11477,4,1,4
11478,3,1,17
11479,3,1,21
11480,1,1,7
11481,4,1,7
11482,2,1,7
11483,4,1,3
11484,3,1,7
11485,4,1,7
11486,4,1,8
11487,2,1,15
11488,2,2,27
11489,4,1,8
11490,2,1,12
11491,1,1,8
11492,2,2,12
11493,1,1,8
11494,1,2,5
11495,3,1,19
11496,2,1,9
11497,3,2,24
11498,4,1,6
11499,3,1,13
11500,3,1,11
11501,3,2,31
11502,3,1,32
11503,4,2,5
11504,3,1,21
11505,3,1,3
11506,1,1,2
11507,3,2,13
11508,4,1,4
11509,4,1,10
11510,4,1,11
11511,1,1,1
11512,4,1,13
11513,3,2,17
11514,3,2,18
11515,1,1,12
11516,3,2,27
11517,3,1,8
11518,3,1,5
11519,2,1,13
11520,2,1,8
11521,3,1,5
11522,1,1,21
11523,1,1,5
11524,3,1,6
11525,3,1,13
11526,3,2,15
11527,2,1,15
11528,2,2,19
11529,4,2,12
11530,3,1,13
11531,2,1,3
11532,1,1,3
11533,2,1,17
11534,4,1,11
11535,1,1,6
11536,2,1,7
11537,3,1,11
11538,4,1,5
11539,3,1,6
11540,2,1,8
11541,1,1,17
11542,3,2,34
11543,4,1,4
11544,1,2,4
11545,2,1,11
11546,3,2,36
11547,3,1,15
11548,3,2,21
11549,1,1,12
11550,2,1,7
11551,2,1,8
11552,4,1,7
11553,3,1,9
11554,3,1,8
11555,1,2,8
11556,3,1,7
11557,4,1,24
11558,2,2,7
11559,4,2,27
11560,4,1,2
11561,3,1,8
11562,4,1,18
11563,4,2,2
11564,3,2,7
11565,2,2,11
11566,3,2,20
11567,2,1,9
11568,2,2,3
11569,2,1,11
11570,4,2,37
11571,4,1,5
11572,1,1,9
11573,1,1,0
11574,3,2,20
11575,1,1,7
11576,2,1,8
11577,3,1,6
11578,3,1,7
11579,2,1,13
11580,3,2,9
11581,3,2,10
11582,2,2,15
11583,3,1,3
11584,1,1,17
11585,4,1,2
11586,2,2,9
11587,3,1,18
11588,2,1,11
11589,3,2,31
11590,4,1,3
11591,4,1,1
11592,4,1,5
11593,4,1,4
11594,4,1,4
11595,3,1,29
11596,3,1,22
11597,3,1,8
11598,2,1,9
11599,2,1,3
11600,3,1,8
11601,4,1,4
11602,2,1,5
11603,4,1,3
11604,2,1,3
11605,4,1,7
11606,1,1,4
11607,4,1,4
11608,4,1,14
11609,1,1,14
11610,3,1,3
11611,1,1,1
11612,3,1,5
11613,1,1,1
11614,4,1,41
11615,3,1,19
11616,4,1,12
11617,3,2,11
11618,1,1,3
11619,4,1,4
11620,3,2,20
11621,2,1,6
11622,2,1,12
11623,1,1,18
11624,1,1,26
11625,3,1,11
11626,3,2,12
11627,2,1,2
11628,3,1,6
11629,2,1,7
11630,3,1,16
11631,4,1,1
11632,2,1,6
11633,3,2,34
11634,2,2,11
11635,1,1,3
11636,3,1,12
11637,3,1,1
11638,2,2,13
11639,3,2,23
11640,1,1,2
11641,1,1,5
11642,3,2,18
11643,4,1,9
11644,2,1,7
11645,2,2,9
11646,3,1,20
11647,3,1,8
11648,1,1,3
11649,3,1,15
11650,1,1,7
11651,2,1,9
11652,4,1,8
11653,3,1,4
11654,1,1,12
11655,4,1,1
11656,3,1,15
11657,3,2,23
11658,3,2,28
11659,4,1,9
11660,3,1,15
11661,1,1,3
11662,1,1,3
11663,1,1,4
11664,2,1,22
11665,2,1,8
11666,4,1,7
11667,2,2,10
11668,1,2,6
11669,1,1,2
11670,3,1,16
11671,1,1,3
11672,1,1,4
11673,2,1,14
11674,1,1,3
11675,4,1,6
11676,3,1,19
11677,4,1,2
11678,1,1,7
11679,2,1,20
11680,4,1,11
11681,3,2,35
11682,2,1,5
11683,1,1,7
11684,1,1,5
11685,2,1,8
11686,2,1,10
11687,2,2,26
11688,1,1,13
11689,2,1,12
11690,4,1,3
11691,2,2,12
11692,3,1,9
11693,3,1,18
11694,3,1,10
11695,4,1,6
11696,3,1,7
11697,3,1,6
11698,1,1,4
11699,1,1,3
11700,2,2,19
11701,4,1,6
11702,4,1,14
11703,3,1,13
11704,2,1,13
11705,3,1,8
11706,2,1,2
11707,2,1,6
11708,1,1,1
11709,1,2,7
11710,2,2,18
11711,1,1,4
11712,4,1,6
11713,4,1,2
11714,3,2,26
11715,3,1,11
11716,1,2,16
11717,1,1,20
11718,4,1,2
11719,3,2,16
11720,4,1,3
11721,4,1,38
11722,3,1,16
11723,3,1,7
11724,4,1,4
11725,4,1,7
11726,1,1,9
11727,1,1,8
11728,3,1,7
11729,3,2,6
11730,1,1,2
11731,3,1,11
11732,3,1,17
11733,1,1,12
11734,1,1,2
11735,4,1,7
11736,3,2,22
11737,4,1,23
11738,1,1,3
11739,1,2,8
11740,3,1,12
11741,1,2,12
11742,2,1,5
11743,1,1,3
11744,2,1,12
11745,4,2,6
11746,2,2,13
11747,3,1,26
11748,1,1,7
11749,2,1,7
11750,3,1,4
11751,3,1,8
11752,3,1,10
11753,4,1,11
11754,2,1,6
11755,2,2,15
11756,1,1,2
11757,3,1,15
11758,3,1,11
11759,2,1,8
11760,2,1,23
11761,3,1,19
11762,4,1,8
11763,1,1,4
11764,2,2,16
11765,2,1,6
11766,4,1,7
11767,2,1,8
11768,2,1,10
11769,1,2,14
11770,3,1,14
11771,3,1,16
11772,3,1,11
11773,4,2,7
11774,3,2,9
11775,4,2,17
11776,3,2,9
11777,4,1,12
11778,1,1,8
11779,3,1,8
11780,4,1,7
11781,3,1,7
11782,2,1,6
11783,2,2,2
11784,2,2,23
11785,4,1,8
11786,3,1,19
11787,3,2,19
11788,2,1,6
11789,4,1,3
11790,3,1,19
11791,2,1,7
11792,2,1,11
11793,4,1,5
11794,2,1,7
11795,1,1,2
11796,3,1,14
11797,4,1,3
11798,2,1,8
11799,3,1,8
11800,2,1,8
11801,3,1,2
11802,3,1,8
11803,4,1,7
11804,1,1,2
11805,3,1,36
11806,4,1,19
11807,3,2,11
11808,1,1,3
11809,4,1,12
11810,2,1,7
11811,3,1,6
11812,1,1,2
11813,1,1,9
11814,3,2,14
11815,1,1,3
11816,1,1,3
11817,3,1,15
11818,3,1,12
11819,2,1,2
11820,4,1,3
11821,1,1,4
11822,1,1,5
11823,4,1,5
11824,2,1,8
11825,1,1,16
11826,3,1,8
11827,3,1,16
11828,3,1,11
11829,3,2,13
11830,4,1,2
11831,3,1,15
11832,4,1,8
11833,2,1,8
11834,4,1,9
11835,3,1,9
11836,2,1,13
11837,3,1,20
11838,4,2,9
11839,2,1,19
11840,4,2,5
11841,2,1,24
11842,2,2,10
11843,2,1,3
11844,3,1,22
11845,4,1,8
11846,4,1,11
11847,4,1,1
11848,1,1,11
11849,3,1,15
11850,3,2,17
11851,4,2,8
11852,3,1,10
11853,2,2,17
11854,1,1,3
11855,2,1,9
11856,3,1,18
11857,3,2,9
11858,3,1,12
11859,1,1,6
11860,4,1,2
11861,4,1,6
11862,4,1,4
11863,4,1,16
11864,4,1,4
11865,3,1,6
11866,3,1,11
11867,4,2,19
11868,2,1,5
11869,2,1,6
11870,3,1,6
11871,4,1,12
11872,4,2,16
11873,3,1,14
11874,1,1,1
11875,3,2,16
11876,3,1,20
11877,4,1,3
11878,2,2,10
11879,3,1,22
11880,3,1,19
11881,1,2,10
11882,2,1,6
11883,1,2,38
11884,3,1,28
11885,3,1,20
11886,4,1,10
11887,4,1,10
11888,3,1,11
11889,1,1,23
11890,1,2,11
11891,1,1,11
11892,4,1,11
11893,2,2,2
11894,3,1,7
11895,1,1,11
11896,3,2,14
11897,4,1,13
11898,3,1,8
11899,4,1,9
11900,2,1,15
11901,4,1,5
11902,3,1,12
11903,2,1,14
11904,4,1,12
11905,3,2,33
11906,3,1,8
11907,3,1,26
11908,1,1,14
11909,2,1,9
11910,4,1,5
11911,2,2,21
11912,3,1,21
11913,3,1,12
11914,2,1,15
11915,2,1,10
11916,3,1,34
11917,3,1,9
11918,2,1,12
11919,3,1,13
11920,3,1,9
11921,2,1,9
11922,2,1,9
11923,3,1,3
11924,3,1,12
11925,3,1,16
11926,3,1,8
11927,4,1,4
11928,4,2,10
11929,4,1,6
11930,1,1,3
11931,2,1,8
11932,3,1,24
11933,1,1,9
11934,2,1,0
11935,3,1,5
11936,2,1,4
11937,1,1,12
11938,1,1,4
11939,3,1,8
11940,1,1,8
11941,3,1,4
11942,4,1,11
11943,3,2,21
11944,3,2,15
11945,2,2,0
11946,3,1,9
11947,3,2,18
11948,2,1,30
11949,2,2,13
11950,3,1,20
11951,1,1,5
11952,1,1,7
11953,4,1,16
11954,1,1,1
11955,1,1,20
11956,3,1,27
11957,3,1,5
11958,3,1,11
11959,2,1,8
11960,2,1,5
11961,3,1,13
11962,4,1,6
11963,2,1,7
11964,2,1,16
11965,2,2,32
11966,3,1,13
11967,3,1,19
11968,3,1,5
11969,2,1,9
11970,1,1,3
11971,3,1,11
11972,4,1,11
11973,2,2,5
11974,3,1,8
11975,2,1,3
11976,2,1,22
11977,4,1,9
11978,3,1,14
11979,3,1,6
11980,2,1,7
11981,1,2,7
11982,2,1,12
11983,3,1,12
11984,1,1,1
11985,3,1,7
11986,1,1,10
11987,3,1,9
11988,2,2,17
11989,4,1,2
11990,4,1,4
11991,2,1,9
11992,3,1,8
11993,4,1,7
11994,3,1,7
11995,3,2,11
11996,3,1,14
11997,4,1,8
11998,4,1,7
11999,2,1,5
12000,4,1,6
12001,1,1,11
12002,2,1,8
12003,1,2,1
12004,1,1,4
12005,4,1,5
12006,1,1,7
12007,3,1,25
12008,4,1,4
12009,3,1,12
12010,2,2,26
12011,3,1,17
12012,4,1,7
12013,2,1,21
12014,1,1,4
12015,1,1,2
12016,3,1,6
12017,4,1,6
12018,3,1,17
12019,2,1,14
12020,2,1,23
12021,3,1,5
12022,3,1,6
12023,2,1,12
12024,3,1,7
12025,2,1,4
12026,2,1,10
12027,2,1,5
12028,3,1,11
12029,1,1,9
12030,2,2,12
12031,1,2,16
12032,2,1,18
12033,4,1,9
12034,3,1,18
12035,1,2,8
12036,4,1,3
12037,2,1,12
12038,4,1,5
12039,1,1,8
12040,3,1,19
12041,4,1,4
12042,3,1,10
12043,1,1,22
12044,2,1,9
12045,1,1,12
12046,2,2,9
12047,3,1,3
12048,1,1,17
12049,3,1,14
12050,2,1,10
12051,4,1,6
12052,3,1,9
12053,3,1,8
12054,3,1,11
12055,2,1,8
12056,3,1,13
12057,4,1,3
12058,2,1,19
12059,2,2,18
12060,1,2,35
12061,4,1,5
12062,2,2,15
12063,4,1,5
12064,2,1,4
12065,4,1,5
12066,1,1,3
12067,1,1,8
12068,1,2,4
12069,4,1,9
12070,3,1,17
12071,4,1,25
12072,3,2,13
12073,3,2,9
12074,2,2,27
12075,2,1,8
12076,3,2,16
12077,2,1,7
12078,3,1,1
12079,2,1,9
12080,4,1,4
12081,4,1,1
